loc_name,cerrado,uso,outserv,barra_for,barra,elemento,elemento_for,ruta
Switch,1,dct,,WAGU2K,Terminal Aguacate 2,Aguacate 2,G3AGUAC2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Aguacate.ElmSite\Terminal Aguacate 2.ElmTerm\Cub_5.StaCubic\Switch.StaSwitch
ZAGU1K-D1-Q1,1,cbk,,WAGU1K,Terminal Aguacate 1,SSAA Aguacate 1,ZAGU1K-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Aguacate.ElmSite\Terminal Aguacate 1.ElmTerm\Cub_3.StaCubic\ZAGU1K-D1-Q1.StaSwitch
Switch,1,cbk,,WAGU1K,Terminal Aguacate 1,138/13.8 kV Transformador Aguacate 1,WAGUAE_WAGU1K-T1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Aguacate.ElmSite\Terminal Aguacate 1.ElmTerm\Cub_4.StaCubic\Switch.StaSwitch
Switch,1,dct,,WAGU1K,Terminal Aguacate 1,Aguacate 1,G3AGUAC1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Aguacate.ElmSite\Terminal Aguacate 1.ElmTerm\Cub_5.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WMRI2K,Terminal Monte Río 2,138/13.8 kV Transformador Monte Río G2,WMRIOE_WMRI2K-T1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Monte Río.ElmSite\Terminal Monte Río 2.ElmTerm\Cub_4.StaCubic\Switch.StaSwitch
Switch,1,dct,,WMRI2K,Terminal Monte Río 2,SSAA Los Negros,ZLNEGK-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Monte Río.ElmSite\Terminal Monte Río 2.ElmTerm\Cub_8.StaCubic\Switch.StaSwitch
Switch,1,dct,,WMRI2K,Terminal Monte Río 2,Parque Fotovoltaico Los Negros,G3PFLNEG,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Monte Río.ElmSite\Terminal Monte Río 2.ElmTerm\Cub_9.StaCubic\Switch.StaSwitch
G4MRIO3-Q1,1,cbk,,WMRI3K,Terminal Monte Río 3,Monte Río Grupo 2,G4MRIO3,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Monte Río.ElmSite\Terminal Monte Río 3.ElmTerm\WMRI3K.StaCubic\G4MRIO3-Q1.StaSwitch
Switch,1,cbk,,WMRI3K,Terminal Monte Río 3,SSAA Monte Río Grupo 3,ZMRI3K-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Monte Río.ElmSite\Terminal Monte Río 3.ElmTerm\Cub_4.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WMRI3K,Terminal Monte Río 3,138/13.8 kV Transformador Monte Río G3,WMRIOE_WMRI3K-T1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Monte Río.ElmSite\Terminal Monte Río 3.ElmTerm\Cub_5.StaCubic\Switch.StaSwitch
G4MRIO1-Q1,1,cbk,,WMRI1K,Terminal Monte Río 1,Monte Río Grupo 1,G4MRIO1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Monte Río.ElmSite\Terminal Monte Río 1.ElmTerm\WMRI1K.StaCubic\G4MRIO1-Q1.StaSwitch
Switch,1,cbk,,WMRI1K,Terminal Monte Río 1,SSAA Monte Río Grupo 1,ZMRI1K-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Monte Río.ElmSite\Terminal Monte Río 1.ElmTerm\Cub_4.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WMRI1K,Terminal Monte Río 1,138/13.8 kV Transformador Monte Río G1,WMRIOE_WMRI1K-T1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Monte Río.ElmSite\Terminal Monte Río 1.ElmTerm\Cub_5.StaCubic\Switch.StaSwitch
WITABE_WITA1K-T1-Q2,1,cbk,,WITA1K,Terminal Itabo 1,138/13.8 kV Transformador Itabo 1,WITABE_WITA1K-T1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\Terminal Itabo 1.ElmTerm\WITA1K(2).StaCubic\WITABE_WITA1K-T1-Q2.StaSwitch
ZITA1K-D1-Q1,1,cbk,,WITA1K,Terminal Itabo 1,SSAA Itabo 1,ZITA1K-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\Terminal Itabo 1.ElmTerm\WITA1K(1).StaCubic\ZITA1K-D1-Q1.StaSwitch
G3ITABO1-Q1,1,cbk,,WITA1K,Terminal Itabo 1,Itabo 1,G3ITABO1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\Terminal Itabo 1.ElmTerm\WITA1K.StaCubic\G3ITABO1-Q1.StaSwitch
WITABE_WITA2K-T1-Q2,1,cbk,,WITA2K,Terminal Itabo 2,138/13.8 kV Transformador Itabo 2,WITABE_WITA2K-T1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\Terminal Itabo 2.ElmTerm\WITA2K(2).StaCubic\WITABE_WITA2K-T1-Q2.StaSwitch
ZITA2K-D1-Q1,1,cbk,,WITA2K,Terminal Itabo 2,SSAA Itabo 2,ZITA2K-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\Terminal Itabo 2.ElmTerm\WITA2K(1).StaCubic\ZITA2K-D1-Q1.StaSwitch
G3ITABO2-Q1,1,cbk,,WITA2K,Terminal Itabo 2,Itabo 2,G3ITABO2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Itabo.ElmSite\Terminal Itabo 2.ElmTerm\WITA2K.StaCubic\G3ITABO2-Q1.StaSwitch
Switch,1,cbk,,WPLM1K,Terminal Palomino 1,SSAA Palomino 1,ZPLM1K-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palomino.ElmSite\Terminal Palomino 1.ElmTerm\Cub_3.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WPLM1K,Terminal Palomino 1,138/13.8 kV Transformador Palomino 1,WPLM1E_WPLM1K-T1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palomino.ElmSite\Terminal Palomino 1.ElmTerm\Cub_4.StaCubic\Switch.StaSwitch
Switch,1,dct,,WPLM1K,Terminal Palomino 1,Palomino 2,G3PALOM2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palomino.ElmSite\Terminal Palomino 1.ElmTerm\Cub_5.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WPLM2K,Terminal Palomino 2,SSAA Palomino 2,ZPLM2K-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palomino.ElmSite\Terminal Palomino 2.ElmTerm\Cub_3.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WPLM2K,Terminal Palomino 2,138/13.8 kV Transformador Palomino 2,WPLM2E_WPLM2K-T1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palomino.ElmSite\Terminal Palomino 2.ElmTerm\Cub_4.StaCubic\Switch.StaSwitch
Switch,1,dct,,WPLM2K,Terminal Palomino 2,Palomino 1,G3PALOM1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palomino.ElmSite\Terminal Palomino 2.ElmTerm\Cub_5.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WXPA1K,Terminal POWERSHIP AZUA KPS26 1,154/11 kV Transformador 1 Powership Azua,WPAK2E_WXPA1K-T1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 26.ElmSite\Terminal POWERSHIP AZUA KPS26 1.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WXPA1K,Terminal POWERSHIP AZUA KPS26 1,SSAA POWERSHIP AZUA KPS 26 1,ZXPA1K-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 26.ElmSite\Terminal POWERSHIP AZUA KPS26 1.ElmTerm\Cub_3.StaCubic\Switch.StaSwitch
Switch,1,dct,,WXPA1K,Terminal POWERSHIP AZUA KPS26 1,POWERSHIP AZUA KPS26 1,G4PAK261,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 26.ElmSite\Terminal POWERSHIP AZUA KPS26 1.ElmTerm\Cub_8.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WXPA2K,Terminal POWERSHIP AZUA KPS26 2,154/11 kV Transformador 2 Powership Azua,WPAK2E_WXPA2K-T1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 26.ElmSite\Terminal POWERSHIP AZUA KPS26 2.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WXPA2K,Terminal POWERSHIP AZUA KPS26 2,SSAA POWERSHIP AZUA KPS 26 2,ZXPA2K-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 26.ElmSite\Terminal POWERSHIP AZUA KPS26 2.ElmTerm\Cub_3.StaCubic\Switch.StaSwitch
Switch,1,dct,,WXPA2K,Terminal POWERSHIP AZUA KPS26 2,POWERSHIP AZUA KPS26 2,G4PAK262,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 26.ElmSite\Terminal POWERSHIP AZUA KPS26 2.ElmTerm\Cub_8.StaCubic\Switch.StaSwitch
Switch,1,dct,,WXPA3K,Terminal Powership Azua KPS60,154/15 kV Transformador 1 Powership Azua,WPAK6E_WXPA3K-T1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Terminal Powership Azua KPS60.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,dct,,WXPA3K,Terminal Powership Azua KPS60,SSAA POWERSHIP AZUA KPS 60,ZXPA3K-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Terminal Powership Azua KPS60.ElmTerm\Cub_3.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WXPA3K,Terminal Powership Azua KPS60,POWERSHIP AZUA TV,G5PAK6TV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Terminal Powership Azua KPS60.ElmTerm\Cub_6.StaCubic\Switch.StaSwitch
Switch,1,dct,,WXPA3K,Terminal Powership Azua KPS60,POWERSHIP AZUA KPS60,G4PAK601,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Terminal Powership Azua KPS60.ElmTerm\Cub_7.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WPAQ1K,Terminal Palenque 1,4.16 kV Central Palenque – Palenque,ZPAQ1K_ZPAQ2K-L1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palenque.ElmSite\Terminal Palenque 1.ElmTerm\ZPAQ2K_ZPAQ1K-L1-Q1.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WPAQ1K,Terminal Palenque 1,Demanda Domicem,ZPAQ1K-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palenque.ElmSite\Terminal Palenque 1.ElmTerm\Cub_4.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WPAQ1K,Terminal Palenque 1,138/4.16 kV Transformador 1 Palenque,WPALBE_WPAQ2K-T1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palenque.ElmSite\Terminal Palenque 1.ElmTerm\Cub_5.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WPAQ1K,Terminal Palenque 1,138/4.16 kV Transformador 2 Palenque,WPALBE_WPAQ2K-T2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palenque.ElmSite\Terminal Palenque 1.ElmTerm\Cub_6.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WPAQ2K,Terminal Palenque 2,Palenque,G3PALENQ,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palenque.ElmSite\Terminal Palenque 2.ElmTerm\G3PALENQ-Q1.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WPAQ2K,Terminal Palenque 2,4.16 kV Central Palenque – Palenque,ZPAQ1K_ZPAQ2K-L1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palenque.ElmSite\Terminal Palenque 2.ElmTerm\ZPAQ1K_ZPAQ2K-L1-Q1.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WPAQ2K,Terminal Palenque 2,SSAA Palenque,ZPAQ2K-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Palenque.ElmSite\Terminal Palenque 2.ElmTerm\Cub_3.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WXT2PK,Terminal Pizarrete T2,,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Pizarrete.ElmSite\Terminal Pizarrete T2.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WMTFNK,Terminal Matafongo,SSAA Matafongo,ZMTFNK-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Matafongo.ElmSite\Terminal Matafongo.ElmTerm\Cub_11.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WMTFNK,Terminal Matafongo,34.5 kV Capacitor 1 Matafongo,ZMTFNK-C1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Matafongo.ElmSite\Terminal Matafongo.ElmTerm\Cub_12.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WMTFNK,Terminal Matafongo,34.5 kV Capacitor 2 Matafongo,ZMTFNK-C2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Matafongo.ElmSite\Terminal Matafongo.ElmTerm\Cub_13.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WMTFNK,Terminal Matafongo,138/34.5 kV Transformador Matafongo,WMTFNE_WMTFNK-T1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Matafongo.ElmSite\Terminal Matafongo.ElmTerm\Cub_15.StaCubic\Switch.StaSwitch
Switch,1,dct,,WMTFNK,Terminal Matafongo,PE Matafongo 2,G3PEMAT2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Matafongo.ElmSite\Terminal Matafongo.ElmTerm\Cub_17.StaCubic\Switch.StaSwitch
Switch,1,dct,,WMTFNK,Terminal Matafongo,PE Matafongo,G3PEMATA,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Matafongo.ElmSite\Terminal Matafongo.ElmTerm\Cub_16(1).StaCubic\Switch.StaSwitch
G3PFBAYA-Q1,1,cbk,,WBAYAK,Terminal Bayasol,Bayasol,G3PFBAYA,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Bayasol.ElmSite\Terminal Bayasol.ElmTerm\Cub_2.StaCubic\G3PFBAYA-Q1.StaSwitch
WBAYAE_WBAYAK-T1-Q2,1,cbk,,WBAYAK,Terminal Bayasol,138/34.5 kV Transformador Bayasol,WBAYAE_WBAYAK-T1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Bayasol.ElmSite\Terminal Bayasol.ElmTerm\Cub_1.StaCubic\WBAYAE_WBAYAK-T1-Q2.StaSwitch
ZBAYAK-D1-Q1,1,cbk,,WBAYAK,Terminal Bayasol,SSAA Bayasol,ZBAYAK-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Bayasol.ElmSite\Terminal Bayasol.ElmTerm\Cub_3.StaCubic\ZBAYAK-D1-Q1.StaSwitch
Switch,1,cbk,,WSANTK,Terminal Santanasol,Santanasol,G3SANTAS,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Santanasol.ElmSite\Terminal Santanasol.ElmTerm\Cub_8.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WSANTK,Terminal Santanasol,138/34.5 kV Transformador Santanasol,WSANTE_WSANTK-T1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Santanasol.ElmSite\Terminal Santanasol.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WSANTK,Terminal Santanasol,SSAA Santanasol,ZSANTK-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Santanasol.ElmSite\Terminal Santanasol.ElmTerm\Cub_9.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WXCA1K,Terminal PF Calabaza 1,138/34.5 kV Transformador PF Calabaza 1,WCALAE_WXCA1K-T1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Calabaza.ElmSite\Terminal PF Calabaza 1.ElmTerm\Cub_7.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WXCA1K,Terminal PF Calabaza 1,SSAA PF Calabaza 1,ZXCA1K-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Calabaza.ElmSite\Terminal PF Calabaza 1.ElmTerm\Cub_9.StaCubic\Switch.StaSwitch
Switch,1,dct,,WXCA1K,Terminal PF Calabaza 1,PF Calabaza 1,G3PFCALA,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Calabaza.ElmSite\Terminal PF Calabaza 1.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch
Switch,1,dct,,,,,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Calabaza.ElmSite\Planta_Calabaza 1.ElmComp\Switch.StaSwitch
Switch,1,cbk,,WPES1K,Terminal Peravia Solar 1,SSAA Peravia Solar 1,ZPES1K-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Terminal Peravia Solar 1.ElmTerm\Cub_9.StaCubic\Switch.StaSwitch
Switch,1,dct,,WPES1K,Terminal Peravia Solar 1,138/34.5 kV Transformador Peravia Solar,WKQA1E_WPES1K-T1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Terminal Peravia Solar 1.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch
Switch,1,dct,,WPES1K,Terminal Peravia Solar 1,PF Peravia I,G3PFPER1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Terminal Peravia Solar 1.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WPES2K,Terminal Peravia Solar 2,SSAA Peravia Solar 2,ZPES2K-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Terminal Peravia Solar 2.ElmTerm\Cub_9.StaCubic\Switch.StaSwitch
Switch,1,dct,,WPES2K,Terminal Peravia Solar 2,138/34.5 kV Transformador Peravia Sola2,WKQA1E_WPES2K-T1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Terminal Peravia Solar 2.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch
Switch,1,dct,,WPES2K,Terminal Peravia Solar 2,PF Peravia II,G3PFPER2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Terminal Peravia Solar 2.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,dct,,WMETEF,69 kV S/E Móvil ETED,138/69 kV S/E Móvil ETED,WMETEE_WMETEF-T1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\S/E Móvil ETED.ElmSite\69 kV S/E Móvil ETED.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch
Switch,1,dct,,WMETEF,69 kV S/E Móvil ETED,69 kV Derivación S/E Móvil ETED,ZMETEF_ZXMETF-L1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\S/E Móvil ETED.ElmSite\69 kV S/E Móvil ETED.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WMETEE,138 kV S/E Movil ETED,138/69 kV S/E Móvil ETED,WMETEE_WMETEF-T1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\S/E Móvil ETED.ElmSite\138 kV S/E Movil ETED.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WMETEE,138 kV S/E Movil ETED,138 kV Derivación S/E móvil,ZXSENE_ZMETEE-L1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\S/E Móvil ETED.ElmSite\138 kV S/E Movil ETED.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,0,cbk,,WLCOEE,138 kV Los Cocos (Extensión),138 kV Los Cocos – Pedernales L2,ZLCOEE_ZXPE2E-L2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\138 kV Los Cocos (Extensión).ElmTerm\Cub_1.StaCubic\Switch.StaSwitch
Switch,0,cbk,,WLCOEE,138 kV Los Cocos (Extensión),138 kV Los Cocos – Pedernales L1,ZLCOEE__WXPE1E-L1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\138 kV Los Cocos (Extensión).ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,dct,,WXPA4K,Terminal POWERSHIP AZUA KPS56,SSAA POWERSHIP AZUA KPS56,ZXPA4K-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Terminal POWERSHIP AZUA KPS56.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch
Switch,1,dct,,WXPA4K,Terminal POWERSHIP AZUA KPS56,POWERSHIP AZUA KPS56,G4PAK561,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Terminal POWERSHIP AZUA KPS56.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,dct,,WXPA4K,Terminal POWERSHIP AZUA KPS56,154/11 kV Powership Azua KPS56 T1,WPAK5E_WXPA4K-T1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Terminal POWERSHIP AZUA KPS56.ElmTerm\Cub_3.StaCubic\Switch.StaSwitch
